run_id	category	slug	status	output
2026-07-20T000000Z	ecology	pathogenic_to_host	ok	research/traits/ecology/pathogenic_to_host-deep-research-falcon.md
2026-07-20T000000Z	ecology	plant_pathogen	ok	research/traits/ecology/plant_pathogen-deep-research-falcon.md
2026-07-20T000000Z	ecology	rhizosphere_association	ok	research/traits/ecology/rhizosphere_association-deep-research-falcon.md
2026-07-20T000000Z	ecology	symbiosis	ok	research/traits/ecology/symbiosis-deep-research-falcon.md
2026-07-20T000000Z	ecology	saprotrophy	ok	research/traits/ecology/saprotrophy-deep-research-falcon.md
2026-07-20T000000Z	ecology	soil_dwelling	ok	research/traits/ecology/soil_dwelling-deep-research-falcon.md
2026-07-20T000000Z	ecology	predatory_bacterium	ok	research/traits/ecology/predatory_bacterium-deep-research-falcon.md
2026-07-20T000000Z	environment	acidotolerant	ok	research/traits/environment/acidotolerant-deep-research-falcon.md
2026-07-20T000000Z	environment	aerotolerant	ok	research/traits/environment/aerotolerant-deep-research-falcon.md
2026-07-20T000000Z	environment	acidophilic	ok	research/traits/environment/acidophilic-deep-research-falcon.md
2026-07-20T000000Z	environment	aerobic	ok	research/traits/environment/aerobic-deep-research-falcon.md
2026-07-20T000000Z	environment	alkaphilic	ok	research/traits/environment/alkaphilic-deep-research-falcon.md
2026-07-20T000000Z	environment	anaerobic	ok	research/traits/environment/anaerobic-deep-research-falcon.md
2026-07-20T000000Z	environment	arsenic_tolerant	ok	research/traits/environment/arsenic_tolerant-deep-research-falcon.md
2026-07-20T000000Z	environment	cobalt_tolerant	ok	research/traits/environment/cobalt_tolerant-deep-research-falcon.md
2026-07-20T000000Z	environment	cadmium_tolerant	ok	research/traits/environment/cadmium_tolerant-deep-research-falcon.md
2026-07-20T000000Z	environment	alkalotolerant	ok	research/traits/environment/alkalotolerant-deep-research-falcon.md
2026-07-20T000000Z	environment	copper_tolerant	ok	research/traits/environment/copper_tolerant-deep-research-falcon.md
2026-07-20T000000Z	environment	euryhaline	ok	research/traits/environment/euryhaline-deep-research-falcon.md
2026-07-20T000000Z	environment	facultative_oxygen_preference	ok	research/traits/environment/facultative_oxygen_preference-deep-research-falcon.md
2026-07-20T000000Z	environment	extreme_hyperthermophilic	ok	research/traits/environment/extreme_hyperthermophilic-deep-research-falcon.md
2026-07-20T000000Z	environment	extremely_halophilic	ok	research/traits/environment/extremely_halophilic-deep-research-falcon.md
2026-07-20T000000Z	environment	delta_phenotype_with_numerical_limits	ok	research/traits/environment/delta_phenotype_with_numerical_limits-deep-research-falcon.md
2026-07-20T000000Z	environment	desiccation_tolerant	ok	research/traits/environment/desiccation_tolerant-deep-research-falcon.md
2026-07-20T000000Z	environment	facultatively_acidophilic	ok	research/traits/environment/facultatively_acidophilic-deep-research-falcon.md
2026-07-20T000000Z	environment	haloalkaliphilic	ok	research/traits/environment/haloalkaliphilic-deep-research-falcon.md
2026-07-20T000000Z	environment	facultatively_aerobic	ok	research/traits/environment/facultatively_aerobic-deep-research-falcon.md
2026-07-20T000000Z	environment	facultatively_anaerobic	ok	research/traits/environment/facultatively_anaerobic-deep-research-falcon.md
2026-07-20T000000Z	environment	facultatively_alkaphilic	ok	research/traits/environment/facultatively_alkaphilic-deep-research-falcon.md
2026-07-20T000000Z	environment	growth_range_phenotype_with_numerical_limits	ok	research/traits/environment/growth_range_phenotype_with_numerical_limits-deep-research-falcon.md
2026-07-20T000000Z	environment	facultative_psychrophilic	ok	research/traits/environment/facultative_psychrophilic-deep-research-falcon.md
2026-07-20T000000Z	environment	hyperthermophilic	ok	research/traits/environment/hyperthermophilic-deep-research-falcon.md
2026-07-20T000000Z	environment	mercury_tolerant	ok	research/traits/environment/mercury_tolerant-deep-research-falcon.md
2026-07-20T000000Z	environment	ionizing_radiation_tolerant	ok	research/traits/environment/ionizing_radiation_tolerant-deep-research-falcon.md
2026-07-20T000000Z	environment	halophilic	ok	research/traits/environment/halophilic-deep-research-falcon.md
2026-07-20T000000Z	environment	halotolerant	ok	research/traits/environment/halotolerant-deep-research-falcon.md
2026-07-20T000000Z	environment	mesophilic	ok	research/traits/environment/mesophilic-deep-research-falcon.md
2026-07-20T000000Z	environment	metal_tolerant	ok	research/traits/environment/metal_tolerant-deep-research-falcon.md
2026-07-20T000000Z	environment	halophily_preference	ok	research/traits/environment/halophily_preference-deep-research-falcon.md
2026-07-20T000000Z	environment	microaerotolerant	ok	research/traits/environment/microaerotolerant-deep-research-falcon.md
2026-07-20T000000Z	environment	microaerophilic	ok	research/traits/environment/microaerophilic-deep-research-falcon.md
2026-07-20T000000Z	environment	nacl_delta	ok	research/traits/environment/nacl_delta-deep-research-falcon.md
2026-07-20T000000Z	environment	moderately_halophilic	ok	research/traits/environment/moderately_halophilic-deep-research-falcon.md
2026-07-20T000000Z	environment	nacl_delta_high	ok	research/traits/environment/nacl_delta_high-deep-research-falcon.md
2026-07-20T000000Z	environment	nacl_delta_low	ok	research/traits/environment/nacl_delta_low-deep-research-falcon.md
2026-07-20T000000Z	environment	nacl_optimum_high	ok	research/traits/environment/nacl_optimum_high-deep-research-falcon.md
2026-07-20T000000Z	environment	nacl_delta_mid1	ok	research/traits/environment/nacl_delta_mid1-deep-research-falcon.md
2026-07-20T000000Z	environment	nacl_delta_mid2	ok	research/traits/environment/nacl_delta_mid2-deep-research-falcon.md
2026-07-20T000000Z	environment	nacl_optimum	ok	research/traits/environment/nacl_optimum-deep-research-falcon.md
2026-07-20T000000Z	environment	nacl_optimum_mid1	ok	research/traits/environment/nacl_optimum_mid1-deep-research-falcon.md
2026-07-20T000000Z	environment	nacl_range	ok	research/traits/environment/nacl_range-deep-research-falcon.md
2026-07-20T000000Z	environment	nacl_optimum_mid2	fail:1	
2026-07-20T000000Z	environment	nacl_optimum_low	ok	research/traits/environment/nacl_optimum_low-deep-research-falcon.md
2026-07-20T000000Z	environment	nacl_range_high	ok	research/traits/environment/nacl_range_high-deep-research-falcon.md
2026-07-20T000000Z	environment	nacl_range_mid1	ok	research/traits/environment/nacl_range_mid1-deep-research-falcon.md
2026-07-20T000000Z	environment	neutrophilic	ok	research/traits/environment/neutrophilic-deep-research-falcon.md
2026-07-20T000000Z	environment	nacl_range_mid2	ok	research/traits/environment/nacl_range_mid2-deep-research-falcon.md
2026-07-20T000000Z	environment	obligately_acidophilic	ok	research/traits/environment/obligately_acidophilic-deep-research-falcon.md
2026-07-20T000000Z	environment	non_halophilic	ok	research/traits/environment/non_halophilic-deep-research-falcon.md
2026-07-20T000000Z	environment	nacl_range_low	ok	research/traits/environment/nacl_range_low-deep-research-falcon.md
2026-07-20T000000Z	environment	obligately_alkaphilic	ok	research/traits/environment/obligately_alkaphilic-deep-research-falcon.md
2026-07-20T000000Z	environment	obligately_aerobic	ok	research/traits/environment/obligately_aerobic-deep-research-falcon.md
2026-07-20T000000Z	environment	optimum_phenotype_with_numerical_limits	ok	research/traits/environment/optimum_phenotype_with_numerical_limits-deep-research-falcon.md
2026-07-20T000000Z	environment	obligately_anaerobic	ok	research/traits/environment/obligately_anaerobic-deep-research-falcon.md
2026-07-20T000000Z	environment	obligately_piezophilic	ok	research/traits/environment/obligately_piezophilic-deep-research-falcon.md
2026-07-20T000000Z	environment	oxygen_preference	ok	research/traits/environment/oxygen_preference-deep-research-falcon.md
2026-07-20T000000Z	environment	ph_delta_high	ok	research/traits/environment/ph_delta_high-deep-research-falcon.md
2026-07-20T000000Z	environment	ph_delta	ok	research/traits/environment/ph_delta-deep-research-falcon.md
2026-07-20T000000Z	environment	ph_delta_mid3	ok	research/traits/environment/ph_delta_mid3-deep-research-falcon.md
2026-07-20T000000Z	environment	ph_delta_low	ok	research/traits/environment/ph_delta_low-deep-research-falcon.md
2026-07-20T000000Z	environment	ph_delta_mid2	ok	research/traits/environment/ph_delta_mid2-deep-research-falcon.md
2026-07-20T000000Z	environment	ph_delta_mid1	ok	research/traits/environment/ph_delta_mid1-deep-research-falcon.md
2026-07-20T000000Z	environment	ph_growth_preference	ok	research/traits/environment/ph_growth_preference-deep-research-falcon.md
2026-07-20T000000Z	environment	ph_delta_very_low	ok	research/traits/environment/ph_delta_very_low-deep-research-falcon.md
2026-07-20T000000Z	environment	ph_optimum	ok	research/traits/environment/ph_optimum-deep-research-falcon.md
2026-07-20T000000Z	environment	ph_optimum_mid2	ok	research/traits/environment/ph_optimum_mid2-deep-research-falcon.md
2026-07-20T000000Z	environment	ph_optimum_mid1	ok	research/traits/environment/ph_optimum_mid1-deep-research-falcon.md
2026-07-20T000000Z	environment	ph_phenotype_with_numerical_limits	ok	research/traits/environment/ph_phenotype_with_numerical_limits-deep-research-falcon.md
2026-07-20T000000Z	environment	ph_range	ok	research/traits/environment/ph_range-deep-research-falcon.md
2026-07-20T000000Z	environment	ph_range_low	ok	research/traits/environment/ph_range_low-deep-research-falcon.md
2026-07-20T000000Z	environment	ph_optimum_low	ok	research/traits/environment/ph_optimum_low-deep-research-falcon.md
2026-07-20T000000Z	environment	ph_optimum_high	ok	research/traits/environment/ph_optimum_high-deep-research-falcon.md
2026-07-20T000000Z	environment	ph_range_high	ok	research/traits/environment/ph_range_high-deep-research-falcon.md
2026-07-20T000000Z	environment	ph_range_very_low	ok	research/traits/environment/ph_range_very_low-deep-research-falcon.md
2026-07-20T000000Z	environment	piezophilic	ok	research/traits/environment/piezophilic-deep-research-falcon.md
2026-07-20T000000Z	environment	piezotolerant	ok	research/traits/environment/piezotolerant-deep-research-falcon.md
2026-07-20T000000Z	environment	ph_range_mid2	ok	research/traits/environment/ph_range_mid2-deep-research-falcon.md
2026-07-20T000000Z	environment	ph_range_mid1	ok	research/traits/environment/ph_range_mid1-deep-research-falcon.md
2026-07-20T000000Z	environment	ph_range_mid3	ok	research/traits/environment/ph_range_mid3-deep-research-falcon.md
2026-07-20T000000Z	environment	pressure_optimum	ok	research/traits/environment/pressure_optimum-deep-research-falcon.md
2026-07-20T000000Z	environment	psychrotolerant	ok	research/traits/environment/psychrotolerant-deep-research-falcon.md
2026-07-20T000000Z	environment	pressure_delta	ok	research/traits/environment/pressure_delta-deep-research-falcon.md
2026-07-20T000000Z	environment	radiotolerant	ok	research/traits/environment/radiotolerant-deep-research-falcon.md
2026-07-20T000000Z	environment	psychrophilic	ok	research/traits/environment/psychrophilic-deep-research-falcon.md
2026-07-20T000000Z	environment	pressure_range	ok	research/traits/environment/pressure_range-deep-research-falcon.md
2026-07-20T000000Z	environment	temperature_delta_high	ok	research/traits/environment/temperature_delta_high-deep-research-falcon.md
2026-07-20T000000Z	environment	temperature_delta	ok	research/traits/environment/temperature_delta-deep-research-falcon.md
2026-07-20T000000Z	environment	salinity_phenotype_with_numerical_limits	ok	research/traits/environment/salinity_phenotype_with_numerical_limits-deep-research-falcon.md
2026-07-20T000000Z	environment	slightly_halophilic	ok	research/traits/environment/slightly_halophilic-deep-research-falcon.md
2026-07-20T000000Z	environment	strictly_anaerobic	ok	research/traits/environment/strictly_anaerobic-deep-research-falcon.md
2026-07-20T000000Z	environment	stenohaline	ok	research/traits/environment/stenohaline-deep-research-falcon.md
2026-07-20T000000Z	environment	temperature_delta_low	ok	research/traits/environment/temperature_delta_low-deep-research-falcon.md
2026-07-20T000000Z	environment	temperature_delta_mid1	ok	research/traits/environment/temperature_delta_mid1-deep-research-falcon.md
2026-07-20T000000Z	environment	temperature_delta_mid2	ok	research/traits/environment/temperature_delta_mid2-deep-research-falcon.md
2026-07-20T000000Z	environment	temperature_optimum	ok	research/traits/environment/temperature_optimum-deep-research-falcon.md
2026-07-20T000000Z	environment	temperature_optimum_high	ok	research/traits/environment/temperature_optimum_high-deep-research-falcon.md
2026-07-20T000000Z	environment	temperature_optimum_low	ok	research/traits/environment/temperature_optimum_low-deep-research-falcon.md
2026-07-20T000000Z	environment	temperature_optimum_mid3	ok	research/traits/environment/temperature_optimum_mid3-deep-research-falcon.md
2026-07-20T000000Z	environment	temperature_delta_very_low	ok	research/traits/environment/temperature_delta_very_low-deep-research-falcon.md
2026-07-20T000000Z	environment	temperature_optimum_mid1	ok	research/traits/environment/temperature_optimum_mid1-deep-research-falcon.md
2026-07-20T000000Z	environment	temperature_optimum_mid2	ok	research/traits/environment/temperature_optimum_mid2-deep-research-falcon.md
2026-07-20T000000Z	environment	temperature_optimum_very_low	ok	research/traits/environment/temperature_optimum_very_low-deep-research-falcon.md
2026-07-20T000000Z	environment	temperature_preference	ok	research/traits/environment/temperature_preference-deep-research-falcon.md
2026-07-20T000000Z	environment	temperature_range	ok	research/traits/environment/temperature_range-deep-research-falcon.md
2026-07-20T000000Z	environment	temperature_phenotype_with_numerical_limits	ok	research/traits/environment/temperature_phenotype_with_numerical_limits-deep-research-falcon.md
2026-07-20T000000Z	environment	temperature_range_high	ok	research/traits/environment/temperature_range_high-deep-research-falcon.md
2026-07-20T000000Z	environment	temperature_optimum_mid4	ok	research/traits/environment/temperature_optimum_mid4-deep-research-falcon.md
2026-07-20T000000Z	environment	temperature_range_low	ok	research/traits/environment/temperature_range_low-deep-research-falcon.md
2026-07-20T000000Z	environment	temperature_range_mid2	ok	research/traits/environment/temperature_range_mid2-deep-research-falcon.md
2026-07-20T000000Z	environment	temperature_range_mid1	ok	research/traits/environment/temperature_range_mid1-deep-research-falcon.md
2026-07-20T000000Z	environment	temperature_range_very_low	ok	research/traits/environment/temperature_range_very_low-deep-research-falcon.md
2026-07-20T000000Z	environment	thermophilic	ok	research/traits/environment/thermophilic-deep-research-falcon.md
2026-07-20T000000Z	environment	temperature_range_mid3	ok	research/traits/environment/temperature_range_mid3-deep-research-falcon.md
2026-07-20T000000Z	environment	uv_radiation_tolerant	ok	research/traits/environment/uv_radiation_tolerant-deep-research-falcon.md
2026-07-20T000000Z	environment	temperature_range_mid4	ok	research/traits/environment/temperature_range_mid4-deep-research-falcon.md
2026-07-20T000000Z	environment	thermotolerant	ok	research/traits/environment/thermotolerant-deep-research-falcon.md
2026-07-20T000000Z	environment	zinc_tolerant	ok	research/traits/environment/zinc_tolerant-deep-research-falcon.md
2026-07-20T000000Z	environment	xerophilic	ok	research/traits/environment/xerophilic-deep-research-falcon.md
2026-07-20T000000Z	genomics	gc_content	ok	research/traits/genomics/gc_content-deep-research-falcon.md
2026-07-20T000000Z	genomics	crispr_cas_system	ok	research/traits/genomics/crispr_cas_system-deep-research-falcon.md
2026-07-20T000000Z	genomics	gc_high	ok	research/traits/genomics/gc_high-deep-research-falcon.md
2026-07-20T000000Z	genomics	gc_low	ok	research/traits/genomics/gc_low-deep-research-falcon.md
2026-07-20T000000Z	genomics	codon_usage_bias	ok	research/traits/genomics/codon_usage_bias-deep-research-falcon.md
2026-07-20T000000Z	genomics	genome_streamlining	ok	research/traits/genomics/genome_streamlining-deep-research-falcon.md
2026-07-20T000000Z	genomics	gc_mid1	ok	research/traits/genomics/gc_mid1-deep-research-falcon.md
2026-07-20T000000Z	genomics	genomic_island	ok	research/traits/genomics/genomic_island-deep-research-falcon.md
2026-07-20T000000Z	genomics	genome_size	ok	research/traits/genomics/genome_size-deep-research-falcon.md
2026-07-20T000000Z	genomics	gc_skew	ok	research/traits/genomics/gc_skew-deep-research-falcon.md
2026-07-20T000000Z	genomics	gc_mid2	ok	research/traits/genomics/gc_mid2-deep-research-falcon.md
2026-07-20T000000Z	genomics	pangenome_openness	ok	research/traits/genomics/pangenome_openness-deep-research-falcon.md
2026-07-20T000000Z	genomics	plasmid_carriage	ok	research/traits/genomics/plasmid_carriage-deep-research-falcon.md
2026-07-20T000000Z	genomics	ploidy	ok	research/traits/genomics/ploidy-deep-research-falcon.md
2026-07-20T000000Z	genomics	restriction_modification_system	ok	research/traits/genomics/restriction_modification_system-deep-research-falcon.md
2026-07-20T000000Z	genomics	prophage	ok	research/traits/genomics/prophage-deep-research-falcon.md
2026-07-20T000000Z	genomics	mobile_genetic_element	ok	research/traits/genomics/mobile_genetic_element-deep-research-falcon.md
2026-07-20T000000Z	metabolism	acetogenesis	ok	research/traits/metabolism/acetogenesis-deep-research-falcon.md
2026-07-20T000000Z	metabolism	anaerobic_oxidation_of_methane	ok	research/traits/metabolism/anaerobic_oxidation_of_methane-deep-research-falcon.md
2026-07-20T000000Z	genomics	transposable_element	ok	research/traits/genomics/transposable_element-deep-research-falcon.md
2026-07-20T000000Z	metabolism	aerobic_respiration	ok	research/traits/metabolism/aerobic_respiration-deep-research-falcon.md
2026-07-20T000000Z	genomics	rrna_operon_copy_number	ok	research/traits/genomics/rrna_operon_copy_number-deep-research-falcon.md
2026-07-20T000000Z	metabolism	anaerobic_respiration	ok	research/traits/metabolism/anaerobic_respiration-deep-research-falcon.md
2026-07-20T000000Z	metabolism	cable_bacteria_metabolism	ok	research/traits/metabolism/cable_bacteria_metabolism-deep-research-falcon.md
2026-07-20T000000Z	metabolism	biopolymer_degradation	ok	research/traits/metabolism/biopolymer_degradation-deep-research-falcon.md
2026-07-20T000000Z	metabolism	calvin_benson_bassham_cycle	ok	research/traits/metabolism/calvin_benson_bassham_cycle-deep-research-falcon.md
2026-07-20T000000Z	metabolism	chitinolysis	ok	research/traits/metabolism/chitinolysis-deep-research-falcon.md
2026-07-20T000000Z	metabolism	anoxygenic_photosynthesis	ok	research/traits/metabolism/anoxygenic_photosynthesis-deep-research-falcon.md
2026-07-20T000000Z	metabolism	carbon_fixation	ok	research/traits/metabolism/carbon_fixation-deep-research-falcon.md
2026-07-20T000000Z	metabolism	cellulolysis	ok	research/traits/metabolism/cellulolysis-deep-research-falcon.md
2026-07-20T000000Z	metabolism	dicarboxylate_four_hydroxybutyrate_cycle	ok	research/traits/metabolism/dicarboxylate_four_hydroxybutyrate_cycle-deep-research-falcon.md
2026-07-20T000000Z	metabolism	denitrification	ok	research/traits/metabolism/denitrification-deep-research-falcon.md
2026-07-20T000000Z	metabolism	dissimilatory_nitrate_reduction_to_ammonium	ok	research/traits/metabolism/dissimilatory_nitrate_reduction_to_ammonium-deep-research-falcon.md
2026-07-20T000000Z	metabolism	disproportionation	ok	research/traits/metabolism/disproportionation-deep-research-falcon.md
2026-07-20T000000Z	metabolism	dissimilatory_iron_reduction	ok	research/traits/metabolism/dissimilatory_iron_reduction-deep-research-falcon.md
2026-07-20T000000Z	metabolism	dissimilatory_metal_reduction	ok	research/traits/metabolism/dissimilatory_metal_reduction-deep-research-falcon.md
2026-07-20T000000Z	metabolism	dissimilatory_manganese_reduction	ok	research/traits/metabolism/dissimilatory_manganese_reduction-deep-research-falcon.md
2026-07-20T000000Z	metabolism	ethanol_fermentation	ok	research/traits/metabolism/ethanol_fermentation-deep-research-falcon.md
2026-07-20T000000Z	metabolism	fermentative_hydrogen_production	ok	research/traits/metabolism/fermentative_hydrogen_production-deep-research-falcon.md
2026-07-20T000000Z	metabolism	homoacetogenesis	ok	research/traits/metabolism/homoacetogenesis-deep-research-falcon.md
2026-07-20T000000Z	metabolism	electron_transfer	ok	research/traits/metabolism/electron_transfer-deep-research-falcon.md
2026-07-20T000000Z	metabolism	dissimilatory_sulfate_reduction	ok	research/traits/metabolism/dissimilatory_sulfate_reduction-deep-research-falcon.md
2026-07-20T000000Z	metabolism	fermentation	ok	research/traits/metabolism/fermentation-deep-research-falcon.md
2026-07-20T000000Z	metabolism	lactic_acid_fermentation	ok	research/traits/metabolism/lactic_acid_fermentation-deep-research-falcon.md
2026-07-20T000000Z	metabolism	manganese_oxidation	ok	research/traits/metabolism/manganese_oxidation-deep-research-falcon.md
2026-07-20T000000Z	metabolism	metabolism	ok	research/traits/metabolism/metabolism-deep-research-falcon.md
2026-07-20T000000Z	metabolism	iron_oxidation	ok	research/traits/metabolism/iron_oxidation-deep-research-falcon.md
2026-07-20T000000Z	metabolism	lignin_degradation	ok	research/traits/metabolism/lignin_degradation-deep-research-falcon.md
2026-07-20T000000Z	metabolism	mixed_acid_fermentation	ok	research/traits/metabolism/mixed_acid_fermentation-deep-research-falcon.md
2026-07-20T000000Z	metabolism	methanogenesis	ok	research/traits/metabolism/methanogenesis-deep-research-falcon.md
2026-07-20T000000Z	metabolism	oxygenic_photosynthesis	ok	research/traits/metabolism/oxygenic_photosynthesis-deep-research-falcon.md
2026-07-20T000000Z	metabolism	oxidative_phosphorylation	ok	research/traits/metabolism/oxidative_phosphorylation-deep-research-falcon.md
2026-07-20T000000Z	metabolism	photosynthesis	ok	research/traits/metabolism/photosynthesis-deep-research-falcon.md
2026-07-20T000000Z	metabolism	nitrogen_fixation	ok	research/traits/metabolism/nitrogen_fixation-deep-research-falcon.md
2026-07-20T000000Z	metabolism	propionic_acid_fermentation	ok	research/traits/metabolism/propionic_acid_fermentation-deep-research-falcon.md
2026-07-20T000000Z	metabolism	phototrophy	ok	research/traits/metabolism/phototrophy-deep-research-falcon.md
2026-07-20T000000Z	metabolism	proteolysis	ok	research/traits/metabolism/proteolysis-deep-research-falcon.md
2026-07-20T000000Z	metabolism	proteorhodopsin_phototrophy	ok	research/traits/metabolism/proteorhodopsin_phototrophy-deep-research-falcon.md
2026-07-20T000000Z	metabolism	reductive_tca_cycle	ok	research/traits/metabolism/reductive_tca_cycle-deep-research-falcon.md
2026-07-20T000000Z	metabolism	respiration	ok	research/traits/metabolism/respiration-deep-research-falcon.md
2026-07-20T000000Z	metabolism	substrate_level_phosphorylation	ok	research/traits/metabolism/substrate_level_phosphorylation-deep-research-falcon.md
2026-07-20T000000Z	metabolism	starch_degradation	ok	research/traits/metabolism/starch_degradation-deep-research-falcon.md
2026-07-20T000000Z	metabolism	three_hydroxypropionate_bicycle	ok	research/traits/metabolism/three_hydroxypropionate_bicycle-deep-research-falcon.md
2026-07-20T000000Z	metabolism	sulfur_oxidation	ok	research/traits/metabolism/sulfur_oxidation-deep-research-falcon.md
2026-07-20T000000Z	metabolism	syntrophy	ok	research/traits/metabolism/syntrophy-deep-research-falcon.md
2026-07-20T000000Z	metabolism	three_hydroxypropionate_four_hydroxybutyrate_cycle	ok	research/traits/metabolism/three_hydroxypropionate_four_hydroxybutyrate_cycle-deep-research-falcon.md
2026-07-20T000000Z	metabolism	wood_ljungdahl_pathway	ok	research/traits/metabolism/wood_ljungdahl_pathway-deep-research-falcon.md
2026-07-20T000000Z	morphology	axially_filamented	ok	research/traits/morphology/axially_filamented-deep-research-falcon.md
2026-07-20T000000Z	metabolism	xylan_degradation	ok	research/traits/metabolism/xylan_degradation-deep-research-falcon.md
2026-07-20T000000Z	morphology	bacillus_shaped	ok	research/traits/morphology/bacillus_shaped-deep-research-falcon.md
2026-07-20T000000Z	morphology	amphitrichous	ok	research/traits/morphology/amphitrichous-deep-research-falcon.md
2026-07-20T000000Z	morphology	branched_shaped	ok	research/traits/morphology/branched_shaped-deep-research-falcon.md
2026-07-20T000000Z	morphology	brown_pigmented	ok	research/traits/morphology/brown_pigmented-deep-research-falcon.md
2026-07-20T000000Z	morphology	black_pigmented	ok	research/traits/morphology/black_pigmented-deep-research-falcon.md
2026-07-20T000000Z	morphology	carboxysome	ok	research/traits/morphology/carboxysome-deep-research-falcon.md
2026-07-20T000000Z	morphology	capsule	ok	research/traits/morphology/capsule-deep-research-falcon.md
2026-07-20T000000Z	morphology	carotenoid_pigmentation	ok	research/traits/morphology/carotenoid_pigmentation-deep-research-falcon.md
2026-07-20T000000Z	morphology	cell_length_medium	ok	research/traits/morphology/cell_length_medium-deep-research-falcon.md
2026-07-20T000000Z	morphology	cell_length_large	ok	research/traits/morphology/cell_length_large-deep-research-falcon.md
2026-07-20T000000Z	morphology	cell_width	ok	research/traits/morphology/cell_width-deep-research-falcon.md
2026-07-20T000000Z	morphology	cell_length_very_small	ok	research/traits/morphology/cell_length_very_small-deep-research-falcon.md
2026-07-20T000000Z	morphology	cell_length_small	ok	research/traits/morphology/cell_length_small-deep-research-falcon.md
2026-07-20T000000Z	morphology	cell_length	ok	research/traits/morphology/cell_length-deep-research-falcon.md
2026-07-20T000000Z	morphology	coccobacillus_shaped	ok	research/traits/morphology/coccobacillus_shaped-deep-research-falcon.md
2026-07-20T000000Z	morphology	cell_shape	ok	research/traits/morphology/cell_shape-deep-research-falcon.md
2026-07-20T000000Z	morphology	cell_width_large	ok	research/traits/morphology/cell_width_large-deep-research-falcon.md
2026-07-20T000000Z	morphology	cell_width_medium	ok	research/traits/morphology/cell_width_medium-deep-research-falcon.md
2026-07-20T000000Z	morphology	cell_width_small	ok	research/traits/morphology/cell_width_small-deep-research-falcon.md
2026-07-20T000000Z	morphology	cell_width_very_small	ok	research/traits/morphology/cell_width_very_small-deep-research-falcon.md
2026-07-20T000000Z	morphology	crescent_shaped	ok	research/traits/morphology/crescent_shaped-deep-research-falcon.md
2026-07-20T000000Z	morphology	coccus_shaped	ok	research/traits/morphology/coccus_shaped-deep-research-falcon.md
2026-07-20T000000Z	morphology	cream_pigmented	ok	research/traits/morphology/cream_pigmented-deep-research-falcon.md
2026-07-20T000000Z	morphology	curved_shaped	ok	research/traits/morphology/curved_shaped-deep-research-falcon.md
2026-07-20T000000Z	morphology	disc_shaped	ok	research/traits/morphology/disc_shaped-deep-research-falcon.md
2026-07-20T000000Z	morphology	diplococcus_shaped	ok	research/traits/morphology/diplococcus_shaped-deep-research-falcon.md
2026-07-20T000000Z	morphology	filament_shaped	ok	research/traits/morphology/filament_shaped-deep-research-falcon.md
