file	locator	defect	severity	detail
data/traits/ecology/biofilm_formation.yaml	biofilm_eps_matrix_community:edna->amyloid_fibers[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1042/BCJ20210301 has no snippet
data/traits/ecology/biofilm_formation.yaml	biofilm_eps_matrix_community:edna->extracellular_matrix[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1042/BCJ20210301 has no snippet
data/traits/ecology/biofilm_formation.yaml	biofilm_eps_matrix_community:eps_matrix->biofilm_formation_process[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1038/nrmicro.2016.94 has no snippet
data/traits/ecology/biofilm_formation.yaml	biofilm_eps_matrix_community:extracellular_matrix->biofilm_formation_process[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1042/BCJ20210301 has no snippet
data/traits/ecology/biofilm_formation.yaml	biofilm_eps_matrix_community:nitric_oxide->biofilm_dispersal[0]	MISSING_SNIPPET	WARN	reference=DOI:10.3390/antibiotics13111047 has no snippet
data/traits/ecology/biofilm_formation.yaml	biofilm_eps_matrix_community:planktonic_cell->amenable_surface[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1042/BCJ20210301 has no snippet
data/traits/ecology/biofilm_formation.yaml	biofilm_eps_matrix_community:qs_autoinducers->biofilm_formation_process[0]	MISSING_SNIPPET	WARN	reference=DOI:10.3390/bacteria3030008 has no snippet
data/traits/ecology/biofilm_formation.yaml	biofilm_eps_matrix_community:sessile_state->biofilm_formation_process[0]	MISSING_SNIPPET	WARN	reference=DOI:10.3390/w17131944 has no snippet
data/traits/ecology/biofilm_formation.yaml	evidence[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1038/nrmicro.2016.94 has no snippet
data/traits/ecology/biofilm_formation.yaml	evidence[1]	MISSING_SNIPPET	WARN	reference=DOI:10.1038/s41579-019-0162-0 has no snippet
data/traits/ecology/biosafety_level.yaml	biosafety_level_hazard_classification:aerosol_transmission->bsl3_containment[0]	MISSING_SNIPPET	WARN	reference=DOI:10.3390/laboratories1030013 has no snippet
data/traits/ecology/biosafety_level.yaml	biosafety_level_hazard_classification:aerosol_transmission->risk_assessment[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1089/apb.2022.0040 has no snippet
data/traits/ecology/biosafety_level.yaml	biosafety_level_hazard_classification:bsl1->biosafety_level_trait[0]	UNSUPPORTIVE_SNIPPET	WARN	4 chars, supports nothing specific: 'host'
data/traits/ecology/biosafety_level.yaml	biosafety_level_hazard_classification:bsl2->biosafety_level_trait[0]	UNSUPPORTIVE_SNIPPET	WARN	9 chars, supports nothing specific: 'infection'
data/traits/ecology/biosafety_level.yaml	biosafety_level_hazard_classification:bsl3->biosafety_level_trait[0]	UNSUPPORTIVE_SNIPPET	WARN	8 chars, supports nothing specific: 'pathogen'
data/traits/ecology/biosafety_level.yaml	biosafety_level_hazard_classification:bsl4->biosafety_level_trait[0]	UNSUPPORTIVE_SNIPPET	WARN	6 chars, supports nothing specific: 'toxins'
data/traits/ecology/biosafety_level.yaml	biosafety_level_hazard_classification:bsl5->biosafety_level_trait[0]	UNSUPPORTIVE_SNIPPET	WARN	10 chars, supports nothing specific: 'host cells'
data/traits/ecology/biosafety_level.yaml	biosafety_level_hazard_classification:infectious_dose->risk_assessment[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1089/apb.2022.0040 has no snippet
data/traits/ecology/biosafety_level.yaml	biosafety_level_hazard_classification:lack_of_countermeasures->bsl4_containment[0]	MISSING_SNIPPET	WARN	reference=DOI:10.3390/laboratories1030013 has no snippet
data/traits/ecology/biosafety_level.yaml	biosafety_level_hazard_classification:risk_assessment->containment_requirements[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1016/j.jobb.2021.09.002 has no snippet
data/traits/ecology/biosafety_level.yaml	biosafety_level_hazard_classification:risk_group_classification->biosafety_level_trait[0]	MISSING_SNIPPET	WARN	reference=DOI:10.3390/laboratories1030013 has no snippet
data/traits/ecology/biosafety_level_1.yaml	biosafety_level_1_minimal_hazard:biosafety_level_selection->biosafety_level[0]	MISSING_SNIPPET	WARN	reference=DOI:10.2172/1887109 has no snippet
data/traits/ecology/biosafety_level_1.yaml	biosafety_level_1_minimal_hazard:hand_washing->standard_microbiological_practices[0]	MISSING_SNIPPET	WARN	reference=DOI:10.3389/fpubh.2022.965853 has no snippet
data/traits/ecology/biosafety_level_1.yaml	biosafety_level_1_minimal_hazard:low_pathogen_hazard->bsl1_trait[0]	MISSING_SNIPPET	WARN	reference=DOI:10.2172/1887109 has no snippet
data/traits/ecology/biosafety_level_1.yaml	biosafety_level_1_minimal_hazard:low_risk_agent->bsl1_trait[0]	MISSING_SNIPPET	WARN	reference=DOI:10.3390/laboratories1030013 has no snippet
data/traits/ecology/biosafety_level_1.yaml	biosafety_level_1_minimal_hazard:risk_assessment_factors->biosafety_level_selection[0]	MISSING_SNIPPET	WARN	reference=DOI:10.2172/1887109 has no snippet
data/traits/ecology/biosafety_level_1.yaml	biosafety_level_1_minimal_hazard:standard_microbiological_practices->bsl1_trait[0]	MISSING_SNIPPET	WARN	reference=DOI:10.47328/ufvbbt.2024.220 has no snippet
data/traits/ecology/biosafety_level_1.yaml	biosafety_level_1_minimal_hazard:virulence_traits->disease_causation[0]	MISSING_SNIPPET	WARN	reference=DOI:10.3390/microorganisms11020344 has no snippet
data/traits/ecology/biosafety_level_2.yaml	biosafety_level_2_moderate_hazard:aerosol_splash_procedure->biosafety_cabinet[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1007/978-1-4939-8935-5_19 has no snippet
data/traits/ecology/biosafety_level_2.yaml	biosafety_level_2_moderate_hazard:appropriate_ppe->bsl2_trait[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1016/j.pathol.2020.09.006 has no snippet
data/traits/ecology/biosafety_level_2.yaml	biosafety_level_2_moderate_hazard:mode_of_transmission->bsl2_trait[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1016/j.pathol.2020.09.006 has no snippet
data/traits/ecology/biosafety_level_2.yaml	biosafety_level_2_moderate_hazard:pathogenicity->bsl2_trait[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1016/j.pathol.2020.09.006 has no snippet
data/traits/ecology/biosafety_level_2.yaml	biosafety_level_2_moderate_hazard:restricted_lab_access->bsl2_trait[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1007/978-1-4939-8935-5_19 has no snippet
data/traits/ecology/biosafety_level_2.yaml	biosafety_level_2_moderate_hazard:risk_group_2_pathogen->bsl2_trait[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1016/j.pathol.2020.09.006 has no snippet
data/traits/ecology/biosafety_level_3.yaml	biosafety_level_3_serious_hazard:aerosol_transmission_risk->bsl3_trait[0]	MISSING_SNIPPET	WARN	reference=DOI:10.64483/jmph-115 has no snippet
data/traits/ecology/biosafety_level_3.yaml	biosafety_level_3_serious_hazard:boundary_integrity_testing->pressure_decay_testing[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1089/apb.2023.0017 has no snippet
data/traits/ecology/biosafety_level_3.yaml	biosafety_level_3_serious_hazard:bsl3_trait->boundary_integrity_testing[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1089/apb.2023.0017 has no snippet
data/traits/ecology/biosafety_level_3.yaml	biosafety_level_3_serious_hazard:bsl3_trait->hepa_filtration[0]	MISSING_SNIPPET	WARN	reference=DOI:10.64483/jmph-115 has no snippet
data/traits/ecology/biosafety_level_3.yaml	biosafety_level_3_serious_hazard:bsl3_trait->negative_pressure_airflow[0]	MISSING_SNIPPET	WARN	reference=DOI:10.64483/jmph-115 has no snippet
data/traits/ecology/biosafety_level_3.yaml	biosafety_level_3_serious_hazard:iso_35001_biorisk_management->laboratory_acquired_infection[0]	MISSING_SNIPPET	WARN	reference=DOI:10.26686/nzjhsp.v1i2.9540 has no snippet
data/traits/ecology/biosafety_level_4.yaml	biosafety_level_4_extreme_hazard:aerosol_lab_infection_risk->bsl4_trait[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1016/j.pathol.2020.09.006 has no snippet
data/traits/ecology/biosafety_level_4.yaml	biosafety_level_4_extreme_hazard:bsl4_trait->airlock[0]	MISSING_SNIPPET	WARN	reference=DOI:10.3390/laboratories1030013 has no snippet
data/traits/ecology/biosafety_level_4.yaml	biosafety_level_4_extreme_hazard:bsl4_trait->decontamination_shower[0]	MISSING_SNIPPET	WARN	reference=DOI:10.3390/laboratories1030013 has no snippet
data/traits/ecology/biosafety_level_4.yaml	biosafety_level_4_extreme_hazard:bsl4_trait->positive_pressure_suit[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1016/j.pathol.2020.09.006 has no snippet
data/traits/ecology/biosafety_level_4.yaml	biosafety_level_4_extreme_hazard:bsl4_trait->positive_pressure_suit[1]	MISSING_SNIPPET	WARN	reference=DOI:10.3390/laboratories1030013 has no snippet
data/traits/ecology/biosafety_level_4.yaml	biosafety_level_4_extreme_hazard:bsl4_trait->specialized_waste_disposal[0]	MISSING_SNIPPET	WARN	reference=DOI:10.3390/laboratories1030013 has no snippet
data/traits/ecology/biosafety_level_4.yaml	biosafety_level_4_extreme_hazard:life_threatening_disease->bsl4_trait[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1016/j.pathol.2020.09.006 has no snippet
data/traits/ecology/biosafety_level_4.yaml	biosafety_level_4_extreme_hazard:life_threatening_disease->bsl4_trait[1]	MISSING_SNIPPET	WARN	reference=DOI:10.3390/laboratories1030013 has no snippet
data/traits/ecology/biosafety_level_4.yaml	biosafety_level_4_extreme_hazard:no_effective_countermeasure->bsl4_trait[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1016/j.pathol.2020.09.006 has no snippet
data/traits/ecology/biosafety_level_4.yaml	biosafety_level_4_extreme_hazard:no_effective_countermeasure->bsl4_trait[1]	MISSING_SNIPPET	WARN	reference=DOI:10.3390/laboratories1030013 has no snippet
data/traits/ecology/commensalism.yaml	commensalism_neutral_host:biofilm_matrix->persistence_protection[0]	MISSING_SNIPPET	WARN	reference=DOI:10.3389/fcimb.2024.1357631 has no snippet
data/traits/ecology/commensalism.yaml	commensalism_neutral_host:commensalism_trait->neutral_host_fitness[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1038/s41579-021-00550-7 has no snippet
data/traits/ecology/commensalism.yaml	commensalism_neutral_host:eps_production->biofilm_matrix[0]	MISSING_SNIPPET	WARN	reference=DOI:10.3389/fcimb.2024.1357631 has no snippet
data/traits/ecology/commensalism.yaml	commensalism_neutral_host:glycan_binding_proteins->mucin_attachment[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1126/science.adi3338 has no snippet
data/traits/ecology/commensalism.yaml	commensalism_neutral_host:host_colonization->commensalism_trait[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1073/pnas.1218525110 has no snippet
data/traits/ecology/commensalism.yaml	commensalism_neutral_host:low_virulence->commensalism_trait[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1038/s41579-021-00550-7 has no snippet
data/traits/ecology/commensalism.yaml	commensalism_neutral_host:mucin_attachment->host_colonization[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1126/science.adi3338 has no snippet
data/traits/ecology/commensalism.yaml	commensalism_neutral_host:mucus_layer->host_colonization[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1126/science.adi3338 has no snippet
data/traits/ecology/commensalism.yaml	commensalism_neutral_host:persistence_protection->host_colonization[0]	MISSING_SNIPPET	WARN	reference=DOI:10.3389/fcimb.2024.1357631 has no snippet
data/traits/ecology/commensalism.yaml	commensalism_neutral_host:secretory_iga->host_colonization[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1126/science.adi3338 has no snippet
data/traits/ecology/commensalism.yaml	evidence[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1038/s41579-021-00550-7 has no snippet
data/traits/ecology/commensalism.yaml	evidence[1]	MISSING_SNIPPET	WARN	reference=DOI:10.1073/pnas.1218525110 has no snippet
data/traits/ecology/endosymbiosis.yaml	endosymbiosis_intracellular_genome_reduction:confined_intracellular_habitat->metabolic_gene_loss[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1093/ismejo/wrae117 has no snippet
data/traits/ecology/endosymbiosis.yaml	endosymbiosis_intracellular_genome_reduction:endosymbiosis_trait->reductive_genome_evolution[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1038/nrmicro2670 has no snippet
data/traits/ecology/endosymbiosis.yaml	endosymbiosis_intracellular_genome_reduction:host_symbiont_aa_complementarity->nutritional_compensation[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1093/ismejo/wrae052 has no snippet
data/traits/ecology/endosymbiosis.yaml	endosymbiosis_intracellular_genome_reduction:intracellular_localization->endosymbiosis_trait[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1038/nrmicro.2017.171 has no snippet
data/traits/ecology/endosymbiosis.yaml	endosymbiosis_intracellular_genome_reduction:metabolic_gene_loss->reductive_genome_evolution[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1093/ismejo/wrae117 has no snippet
data/traits/ecology/endosymbiosis.yaml	endosymbiosis_intracellular_genome_reduction:reductive_genome_evolution->intracellular_dependence[0]	MISSING_SNIPPET	WARN	reference=DOI:10.3390/ijms25084228 has no snippet
data/traits/ecology/endosymbiosis.yaml	endosymbiosis_intracellular_genome_reduction:transmission_bottleneck->limited_recombination[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1093/ismejo/wrae117 has no snippet
data/traits/ecology/endosymbiosis.yaml	evidence[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1038/nrmicro2670 has no snippet
data/traits/ecology/endosymbiosis.yaml	evidence[1]	MISSING_SNIPPET	WARN	reference=DOI:10.1038/nrmicro.2017.171 has no snippet
data/traits/ecology/free_living.yaml	evidence[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1038/nrmicro1341 has no snippet
data/traits/ecology/free_living.yaml	evidence[1]	MISSING_SNIPPET	WARN	reference=DOI:10.1038/nrmicro.2017.171 has no snippet
data/traits/ecology/free_living.yaml	free_living_environmental_habitat:complete_metabolic_capacity->free_living_trait[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1186/s12915-024-02013-w has no snippet
data/traits/ecology/free_living.yaml	free_living_environmental_habitat:complete_metabolic_capacity->free_living_trait[1]	MISSING_SNIPPET	WARN	reference=DOI:10.1128/aem.01900-23 has no snippet
data/traits/ecology/free_living.yaml	free_living_environmental_habitat:ectoine_biosynthesis->osmotic_stress_tolerance[0]	MISSING_SNIPPET	WARN	reference=DOI:10.48550/arxiv.2302.00582 has no snippet
data/traits/ecology/free_living.yaml	free_living_environmental_habitat:ectoine_biosynthesis->osmotic_stress_tolerance[1]	MISSING_SNIPPET	WARN	reference=DOI:10.1371/journal.pone.0287947 has no snippet
data/traits/ecology/free_living.yaml	free_living_environmental_habitat:environmental_habitat->free_living_trait[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1038/nrmicro1341 has no snippet
data/traits/ecology/free_living.yaml	free_living_environmental_habitat:free_living_trait->biogeographic_structure[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1038/nrmicro.2017.171 has no snippet
data/traits/ecology/free_living.yaml	free_living_environmental_habitat:glycine_betaine_system->osmotic_stress_tolerance[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1371/journal.pone.0287947 has no snippet
data/traits/ecology/free_living.yaml	free_living_environmental_habitat:osmotic_stress_tolerance->free_living_trait[0]	MISSING_SNIPPET	WARN	reference=DOI:10.48550/arxiv.2302.00582 has no snippet
data/traits/ecology/free_living.yaml	free_living_environmental_habitat:trehalose_biosynthesis->environmental_stress_tolerance[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1371/journal.pone.0287947 has no snippet
data/traits/ecology/gut_associated.yaml	evidence[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1126/science.1104816 has no snippet
data/traits/ecology/gut_associated.yaml	evidence[1]	MISSING_SNIPPET	WARN	reference=DOI:10.1073/pnas.1218525110 has no snippet
data/traits/ecology/gut_associated.yaml	gut_associated_microbiota_metabolism:adhesins->mucosal_adhesion[0]	MISSING_SNIPPET	WARN	reference=DOI:10.3390/microorganisms12051026 has no snippet
data/traits/ecology/gut_associated.yaml	gut_associated_microbiota_metabolism:antimicrobial_peptides->small_intestinal_bacterial_growth[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1016/j.chom.2024.05.011 has no snippet
data/traits/ecology/gut_associated.yaml	gut_associated_microbiota_metabolism:bile_acids->gastrointestinal_habitat[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1128/spectrum.03576-23 has no snippet
data/traits/ecology/gut_associated.yaml	gut_associated_microbiota_metabolism:bile_acids->small_intestinal_bacterial_growth[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1016/j.chom.2024.05.011 has no snippet
data/traits/ecology/gut_associated.yaml	gut_associated_microbiota_metabolism:gastrointestinal_habitat->gut_associated_trait[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1126/science.1104816 has no snippet
data/traits/ecology/gut_associated.yaml	gut_associated_microbiota_metabolism:gut_associated_trait->host_metabolic_contribution[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1073/pnas.1218525110 has no snippet
data/traits/ecology/gut_associated.yaml	gut_associated_microbiota_metabolism:luminal_oxygen_limitation->primary_fermenter_community[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1128/iai.00302-24 has no snippet
data/traits/ecology/gut_associated.yaml	gut_associated_microbiota_metabolism:mucosal_adhesion->gut_associated_trait[0]	MISSING_SNIPPET	WARN	reference=DOI:10.3390/microorganisms12051026 has no snippet
data/traits/ecology/gut_associated.yaml	gut_associated_microbiota_metabolism:peristalsis->duodenal_retention[0]	MISSING_SNIPPET	WARN	reference=DOI:10.3390/microorganisms12051026 has no snippet
data/traits/ecology/habitat_association.yaml	evidence[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1038/nrmicro1341 has no snippet
data/traits/ecology/habitat_association.yaml	evidence[1]	MISSING_SNIPPET	WARN	reference=DOI:10.1038/nrmicro.2017.87 has no snippet
data/traits/ecology/habitat_association.yaml	habitat_association_biogeographic_structure:environmental_stress->dispersal_limitation[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1038/s41564-023-01573-x has no snippet
data/traits/ecology/habitat_association.yaml	habitat_association_biogeographic_structure:environmental_stress->ecological_drift[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1038/s41564-023-01573-x has no snippet
data/traits/ecology/habitat_association.yaml	habitat_association_biogeographic_structure:environmental_stress->selection_assembly[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1038/s41564-023-01573-x has no snippet
data/traits/ecology/habitat_association.yaml	habitat_association_biogeographic_structure:habitat->community_composition[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1038/nrmicro1341 has no snippet
data/traits/ecology/habitat_association.yaml	habitat_association_biogeographic_structure:habitat->habitat_association_trait[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1038/nrmicro1341 has no snippet
data/traits/ecology/habitat_association.yaml	habitat_association_biogeographic_structure:habitat_association_trait->biogeographic_structure[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1038/nrmicro.2017.87 has no snippet
data/traits/ecology/habitat_association.yaml	habitat_association_biogeographic_structure:salinity->community_composition[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1186/s40168-024-01979-7 has no snippet
data/traits/ecology/habitat_association.yaml	habitat_association_biogeographic_structure:salinity->osmolyte_genes[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1186/s40168-024-01979-7 has no snippet
data/traits/ecology/host_associated.yaml	evidence[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1073/pnas.1218525110 has no snippet
data/traits/ecology/host_associated.yaml	evidence[1]	MISSING_SNIPPET	WARN	reference=DOI:10.1126/science.1104816 has no snippet
data/traits/ecology/host_associated.yaml	host_associated_microbiome:biofilm_formation->host_colonization[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1093/femsre/fuae008 has no snippet
data/traits/ecology/host_associated.yaml	host_associated_microbiome:chemotaxis_to_host->host_colonization[0]	MISSING_SNIPPET	WARN	reference=DOI:10.3390/biology13020095 has no snippet
data/traits/ecology/host_associated.yaml	host_associated_microbiome:cyclic_di_gmp_camp->biofilm_formation[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1093/femsre/fuae008 has no snippet
data/traits/ecology/host_associated.yaml	host_associated_microbiome:host_colonization->host_associated_trait[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1126/science.1104816 has no snippet
data/traits/ecology/host_associated.yaml	host_associated_microbiome:host_habitat->host_colonization[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1073/pnas.1218525110 has no snippet
data/traits/ecology/host_associated.yaml	host_associated_microbiome:host_surface_adhesins->host_surface_attachment[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1093/femsre/fuae008 has no snippet
data/traits/ecology/host_associated.yaml	host_associated_microbiome:host_surface_attachment->host_colonization[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1093/femsre/fuae008 has no snippet
data/traits/ecology/host_associated.yaml	host_associated_microbiome:mucin_o_glycans->host_colonization[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1152/ajpgi.00261.2022 has no snippet
data/traits/ecology/host_associated.yaml	host_associated_microbiome:mucus_layer_niches->host_colonization[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1128/ecosalplus.esp-0006-2023 has no snippet
data/traits/ecology/host_associated.yaml	host_associated_microbiome:root_exudates->chemotaxis_to_host[0]	MISSING_SNIPPET	WARN	reference=DOI:10.3390/biology13020095 has no snippet
data/traits/ecology/host_associated.yaml	host_associated_microbiome:root_exudates->host_colonization[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1093/femsre/fuad066 has no snippet
data/traits/ecology/human_pathogen.yaml	human_pathogen_anthropoid_adaptation:*	REUSED_SNIPPET	WARN	3 evidence items share one snippet: 'virulence factors'
data/traits/ecology/human_pathogen.yaml	human_pathogen_anthropoid_adaptation:biofilm_formation->treatment_resistance_persistence[0]	MISSING_SNIPPET	WARN	reference=DOI:10.3389/fmicb.2024.1370818 has no snippet
data/traits/ecology/human_pathogen.yaml	human_pathogen_anthropoid_adaptation:horizontal_gene_transfer->virulence_gene_acquisition[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1093/femsre/fuae019 has no snippet
data/traits/ecology/human_pathogen.yaml	human_pathogen_anthropoid_adaptation:host_cell_manipulation->human_disease[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1038/s41579-023-00974-3 has no snippet
data/traits/ecology/human_pathogen.yaml	human_pathogen_anthropoid_adaptation:treatment_resistance_persistence->human_disease[0]	MISSING_SNIPPET	WARN	reference=DOI:10.3389/fmicb.2024.1370818 has no snippet
data/traits/ecology/human_pathogen.yaml	human_pathogen_anthropoid_adaptation:type_iv_secretion_system->host_cell_manipulation[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1038/s41579-023-00974-3 has no snippet
data/traits/ecology/human_pathogen.yaml	human_pathogen_anthropoid_adaptation:virulence_gene_acquisition->human_virulence_factors[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1093/femsre/fuae019 has no snippet
data/traits/ecology/human_pathogen.yaml	human_pathogen_anthropoid_adaptation:within_host_adaptation->human_disease[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1146/annurev-pathmechdis-051122-111408 has no snippet
data/traits/ecology/human_pathogen.yaml	human_pathogen_anthropoid_adaptation:within_host_genetic_diversification->within_host_adaptation[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1146/annurev-pathmechdis-051122-111408 has no snippet
data/traits/ecology/mutualism.yaml	evidence[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1073/pnas.1218525110 has no snippet
data/traits/ecology/mutualism.yaml	evidence[1]	MISSING_SNIPPET	WARN	reference=DOI:10.1126/science.1104816 has no snippet
data/traits/ecology/mutualism.yaml	mutualism_reciprocal_benefit:cross_feeding_architecture->obligate_mutualism_syntrophy[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1038/s41564-023-01596-4 has no snippet
data/traits/ecology/mutualism.yaml	mutualism_reciprocal_benefit:host_beneficial_microbial_traits->mutualism_trait[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1126/science.adi3338 has no snippet
data/traits/ecology/mutualism.yaml	mutualism_reciprocal_benefit:host_control_mechanisms->host_beneficial_microbial_traits[0]	MISSING_SNIPPET	WARN	reference=DOI:10.1126/science.adi3338 has no snippet
data/traits/ecology/mutualism.yaml	mutualism_reciprocal_benefit:metabolite_secretion_profile->interaction_outcome_state[0]	MISSING_SNIPPET	WARN	reference=DOI:10.3390/plants13060829 has no snippet
data/traits/ecology/mutualism.yaml	mutualism_reciprocal_benefit:micronutrient_exchange->mutualism_trait[0]	MISSING_SNIPPET	WARN	reference=DOI:10.3390/plants13060829 has no snippet
