file	graph_id	defect	severity	detail
data/traits/ecology/biosafety_level.yaml	biosafety_level_hazard_classification	UNREACHABLE_FROM_TRAIT	WARN	node_id='lack_of_countermeasures' label='lack of effective treatment or vaccine' type=QUALITY — in an island with no path to biosafety_level_trait/bsl1/bsl2/bsl3/bsl4/bsl5
data/traits/ecology/biosafety_level.yaml	biosafety_level_hazard_classification	UNREACHABLE_FROM_TRAIT	WARN	node_id='bsl4_containment' label='BSL-4 containment requirement' type=EXPERIMENTAL_FACTOR — in an island with no path to biosafety_level_trait/bsl1/bsl2/bsl3/bsl4/bsl5
data/traits/ecology/biosafety_level.yaml	biosafety_level_hazard_classification	FRAGMENTED_GRAPH	WARN	components=2 of 15 node(s) (sizes: 13, 2) — one record, several unrelated mechanisms
data/traits/ecology/biosafety_level_1.yaml	biosafety_level_1_minimal_hazard	UNREACHABLE_FROM_TRAIT	WARN	node_id='virulence_traits' label='specific virulence traits' type=GENE_OR_PROTEIN — in an island with no path to bsl1_trait/biosafety_level
data/traits/ecology/biosafety_level_1.yaml	biosafety_level_1_minimal_hazard	UNREACHABLE_FROM_TRAIT	WARN	node_id='disease_causation' label='disease causation' type=BIOLOGICAL_PROCESS — in an island with no path to bsl1_trait/biosafety_level
data/traits/ecology/biosafety_level_1.yaml	biosafety_level_1_minimal_hazard	FRAGMENTED_GRAPH	WARN	components=2 of 10 node(s) (sizes: 8, 2) — one record, several unrelated mechanisms
data/traits/ecology/biosafety_level_2.yaml	biosafety_level_2_moderate_hazard	UNREACHABLE_FROM_TRAIT	WARN	node_id='aerosol_splash_procedure' label='aerosol- or splash-generating procedure' type=EXPERIMENTAL_FACTOR — in an island with no path to bsl2_trait/biosafety_level
data/traits/ecology/biosafety_level_2.yaml	biosafety_level_2_moderate_hazard	UNREACHABLE_FROM_TRAIT	WARN	node_id='biosafety_cabinet' label='biological safety cabinet class I/II' type=EXPERIMENTAL_FACTOR — in an island with no path to bsl2_trait/biosafety_level
data/traits/ecology/biosafety_level_2.yaml	biosafety_level_2_moderate_hazard	FRAGMENTED_GRAPH	WARN	components=2 of 10 node(s) (sizes: 8, 2) — one record, several unrelated mechanisms
data/traits/ecology/biosafety_level_3.yaml	biosafety_level_3_serious_hazard	UNREACHABLE_FROM_TRAIT	WARN	node_id='iso_35001_biorisk_management' label='ISO 35001 biorisk management system' type=ENVIRONMENTAL_FACTOR — in an island with no path to bsl3_trait/biosafety_level
data/traits/ecology/biosafety_level_3.yaml	biosafety_level_3_serious_hazard	UNREACHABLE_FROM_TRAIT	WARN	node_id='laboratory_acquired_infection' label='laboratory-acquired infection' type=BIOLOGICAL_PROCESS — in an island with no path to bsl3_trait/biosafety_level
data/traits/ecology/biosafety_level_3.yaml	biosafety_level_3_serious_hazard	FRAGMENTED_GRAPH	WARN	components=2 of 10 node(s) (sizes: 8, 2) — one record, several unrelated mechanisms
data/traits/ecology/endosymbiosis.yaml	endosymbiosis_intracellular_genome_reduction	UNREACHABLE_FROM_TRAIT	WARN	node_id='transmission_bottleneck' label='transmission bottleneck' type=BIOLOGICAL_PROCESS — in an island with no path to endosymbiosis_trait
data/traits/ecology/endosymbiosis.yaml	endosymbiosis_intracellular_genome_reduction	UNREACHABLE_FROM_TRAIT	WARN	node_id='limited_recombination' label='limited recombination' type=BIOLOGICAL_PROCESS — in an island with no path to endosymbiosis_trait
data/traits/ecology/endosymbiosis.yaml	endosymbiosis_intracellular_genome_reduction	UNREACHABLE_FROM_TRAIT	WARN	node_id='host_symbiont_aa_complementarity' label='host-symbiont amino-acid pathway complementarity' type=BIOLOGICAL_PROCESS — in an island with no path to endosymbiosis_trait
data/traits/ecology/endosymbiosis.yaml	endosymbiosis_intracellular_genome_reduction	UNREACHABLE_FROM_TRAIT	WARN	node_id='nutritional_compensation' label='nutritional compensation' type=BIOLOGICAL_PROCESS — in an island with no path to endosymbiosis_trait
data/traits/ecology/endosymbiosis.yaml	endosymbiosis_intracellular_genome_reduction	FRAGMENTED_GRAPH	WARN	components=3 of 10 node(s) (sizes: 6, 2, 2) — one record, several unrelated mechanisms
data/traits/ecology/free_living.yaml	free_living_environmental_habitat	UNREACHABLE_FROM_TRAIT	WARN	node_id='trehalose_biosynthesis' label='trehalose biosynthesis/transport' type=PATHWAY — in an island with no path to free_living_trait
data/traits/ecology/free_living.yaml	free_living_environmental_habitat	UNREACHABLE_FROM_TRAIT	WARN	node_id='environmental_stress_tolerance' label='stress tolerance in fluctuating environments' type=BIOLOGICAL_PROCESS — in an island with no path to free_living_trait
data/traits/ecology/free_living.yaml	free_living_environmental_habitat	FRAGMENTED_GRAPH	WARN	components=2 of 9 node(s) (sizes: 7, 2) — one record, several unrelated mechanisms
data/traits/ecology/gut_associated.yaml	gut_associated_microbiota_metabolism	UNREACHABLE_FROM_TRAIT	WARN	node_id='peristalsis' label='intestinal peristalsis' type=ENVIRONMENTAL_FACTOR — in an island with no path to gut_associated_trait
data/traits/ecology/gut_associated.yaml	gut_associated_microbiota_metabolism	UNREACHABLE_FROM_TRAIT	WARN	node_id='duodenal_retention' label='colonization/retention in duodenum' type=BIOLOGICAL_PROCESS — in an island with no path to gut_associated_trait
data/traits/ecology/gut_associated.yaml	gut_associated_microbiota_metabolism	UNREACHABLE_FROM_TRAIT	WARN	node_id='luminal_oxygen_limitation' label='limitation of colonic luminal oxygen diffusion' type=BIOLOGICAL_PROCESS — in an island with no path to gut_associated_trait
data/traits/ecology/gut_associated.yaml	gut_associated_microbiota_metabolism	UNREACHABLE_FROM_TRAIT	WARN	node_id='primary_fermenter_community' label='primary-fermenter-dominated community' type=STATE — in an island with no path to gut_associated_trait
data/traits/ecology/gut_associated.yaml	gut_associated_microbiota_metabolism	FRAGMENTED_GRAPH	WARN	components=3 of 12 node(s) (sizes: 8, 2, 2) — one record, several unrelated mechanisms
data/traits/ecology/habitat_association.yaml	habitat_association_biogeographic_structure	UNREACHABLE_FROM_TRAIT	WARN	node_id='environmental_stress' label='environmental stress' type=ENVIRONMENTAL_FACTOR — in an island with no path to habitat_association_trait
data/traits/ecology/habitat_association.yaml	habitat_association_biogeographic_structure	UNREACHABLE_FROM_TRAIT	WARN	node_id='selection_assembly' label='deterministic selection in community assembly' type=BIOLOGICAL_PROCESS — in an island with no path to habitat_association_trait
data/traits/ecology/habitat_association.yaml	habitat_association_biogeographic_structure	UNREACHABLE_FROM_TRAIT	WARN	node_id='ecological_drift' label='ecological drift in community assembly' type=BIOLOGICAL_PROCESS — in an island with no path to habitat_association_trait
data/traits/ecology/habitat_association.yaml	habitat_association_biogeographic_structure	UNREACHABLE_FROM_TRAIT	WARN	node_id='dispersal_limitation' label='dispersal limitation in community assembly' type=BIOLOGICAL_PROCESS — in an island with no path to habitat_association_trait
data/traits/ecology/habitat_association.yaml	habitat_association_biogeographic_structure	FRAGMENTED_GRAPH	WARN	components=2 of 10 node(s) (sizes: 6, 4) — one record, several unrelated mechanisms
data/traits/ecology/host_associated.yaml	host_associated_microbiome	INCONSISTENT_NODE_TYPE	WARN	node_id='root_exudates' type=ENVIRONMENTAL_FACTOR here — also CHEMICAL×1 elsewhere in the corpus
data/traits/ecology/mutualism.yaml	mutualism_reciprocal_benefit	UNREACHABLE_FROM_TRAIT	WARN	node_id='cross_feeding_architecture' label='co-auxotrophy / cross-feeding architecture' type=BIOLOGICAL_PROCESS — in an island with no path to mutualism_trait
data/traits/ecology/mutualism.yaml	mutualism_reciprocal_benefit	UNREACHABLE_FROM_TRAIT	WARN	node_id='obligate_mutualism_syntrophy' label='obligate mutualism (syntrophy)' type=STATE — in an island with no path to mutualism_trait
data/traits/ecology/mutualism.yaml	mutualism_reciprocal_benefit	UNREACHABLE_FROM_TRAIT	WARN	node_id='metabolite_secretion_profile' label='metabolite secretion profile' type=CHEMICAL — in an island with no path to mutualism_trait
data/traits/ecology/mutualism.yaml	mutualism_reciprocal_benefit	UNREACHABLE_FROM_TRAIT	WARN	node_id='interaction_outcome_state' label='mutualism vs antagonism outcome' type=STATE — in an island with no path to mutualism_trait
data/traits/ecology/mutualism.yaml	mutualism_reciprocal_benefit	FRAGMENTED_GRAPH	WARN	components=3 of 10 node(s) (sizes: 6, 2, 2) — one record, several unrelated mechanisms
data/traits/ecology/pathogenic_to_host.yaml	pathogenic_to_host_virulence_factor_program	UNREACHABLE_FROM_TRAIT	WARN	node_id='biofilm_matrix' label='biofilm extracellular matrix' type=CELLULAR_LOCALIZATION — in an island with no path to pathogenic_to_host_trait
data/traits/ecology/pathogenic_to_host.yaml	pathogenic_to_host_virulence_factor_program	UNREACHABLE_FROM_TRAIT	WARN	node_id='antibiotic_tolerance' label='antibiotic tolerance' type=BIOLOGICAL_PROCESS — in an island with no path to pathogenic_to_host_trait
data/traits/ecology/pathogenic_to_host.yaml	pathogenic_to_host_virulence_factor_program	INCONSISTENT_NODE_TYPE	WARN	node_id='immune_evasion' type=BIOLOGICAL_PROCESS here — also QUALITY×1 elsewhere in the corpus
data/traits/ecology/pathogenic_to_host.yaml	pathogenic_to_host_virulence_factor_program	FRAGMENTED_GRAPH	WARN	components=2 of 14 node(s) (sizes: 12, 2) — one record, several unrelated mechanisms
data/traits/ecology/plant_pathogen.yaml	plant_pathogen_t3ss_effector_program	UNREACHABLE_FROM_TRAIT	WARN	node_id='quorum_sensing' label='quorum sensing' type=BIOLOGICAL_PROCESS — in an island with no path to plant_pathogen_trait
data/traits/ecology/plant_pathogen.yaml	plant_pathogen_t3ss_effector_program	UNREACHABLE_FROM_TRAIT	WARN	node_id='biofilm_formation' label='biofilm formation' type=BIOLOGICAL_PROCESS — in an island with no path to plant_pathogen_trait
data/traits/ecology/plant_pathogen.yaml	plant_pathogen_t3ss_effector_program	UNREACHABLE_FROM_TRAIT	WARN	node_id='eps_production' label='exopolysaccharide production' type=BIOLOGICAL_PROCESS — in an island with no path to plant_pathogen_trait
data/traits/ecology/plant_pathogen.yaml	plant_pathogen_t3ss_effector_program	FRAGMENTED_GRAPH	WARN	components=2 of 13 node(s) (sizes: 10, 3) — one record, several unrelated mechanisms
data/traits/ecology/predatory_bacterium.yaml	predatory_bacterium_prey_killing	UNREACHABLE_FROM_TRAIT	WARN	node_id='invasion_portal' label='prey attachment/invasion complex (portal)' type=CELLULAR_LOCALIZATION — in an island with no path to predatory_trait
data/traits/ecology/predatory_bacterium.yaml	predatory_bacterium_prey_killing	UNREACHABLE_FROM_TRAIT	WARN	node_id='prey_entry_pore' label='prey peptidoglycan entry pore / bdelloplast pore' type=CELLULAR_LOCALIZATION — in an island with no path to predatory_trait
data/traits/ecology/predatory_bacterium.yaml	predatory_bacterium_prey_killing	UNREACHABLE_FROM_TRAIT	WARN	node_id='prey_cell_wall_modification' label='prey cell-wall modification enzymes' type=MOLECULAR_FUNCTION — in an island with no path to predatory_trait
data/traits/ecology/predatory_bacterium.yaml	predatory_bacterium_prey_killing	UNREACHABLE_FROM_TRAIT	WARN	node_id='bdelloplast' label='bdelloplast' type=CELLULAR_LOCALIZATION — in an island with no path to predatory_trait
data/traits/ecology/predatory_bacterium.yaml	predatory_bacterium_prey_killing	UNREACHABLE_FROM_TRAIT	WARN	node_id='intraperiplasmic_growth' label='intraperiplasmic growth / predator replication' type=BIOLOGICAL_PROCESS — in an island with no path to predatory_trait
data/traits/ecology/predatory_bacterium.yaml	predatory_bacterium_prey_killing	UNREACHABLE_FROM_TRAIT	WARN	node_id='exit_lytic_activity' label='exit-associated lytic activity' type=MOLECULAR_FUNCTION — in an island with no path to predatory_trait
data/traits/ecology/predatory_bacterium.yaml	predatory_bacterium_prey_killing	UNREACHABLE_FROM_TRAIT	WARN	node_id='progeny_release' label='prey cell-wall lysis and progeny release' type=BIOLOGICAL_PROCESS — in an island with no path to predatory_trait
data/traits/ecology/predatory_bacterium.yaml	predatory_bacterium_prey_killing	FRAGMENTED_GRAPH	WARN	components=4 of 10 node(s) (sizes: 3, 3, 2, 2) — one record, several unrelated mechanisms
data/traits/ecology/rhizosphere_association.yaml	rhizosphere_root_exudate	UNREACHABLE_FROM_TRAIT	WARN	node_id='bacterial_chemotaxis' label='bacterial chemotaxis' type=BIOLOGICAL_PROCESS — in an island with no path to rhizosphere_trait
data/traits/ecology/rhizosphere_association.yaml	rhizosphere_root_exudate	UNREACHABLE_FROM_TRAIT	WARN	node_id='mcp_chemoreceptor' label='methyl-accepting chemotaxis protein (MCP)' type=GENE_OR_PROTEIN — in an island with no path to rhizosphere_trait
data/traits/ecology/rhizosphere_association.yaml	rhizosphere_root_exudate	UNREACHABLE_FROM_TRAIT	WARN	node_id='root_colonization' label='root colonization' type=BIOLOGICAL_PROCESS — in an island with no path to rhizosphere_trait
data/traits/ecology/rhizosphere_association.yaml	rhizosphere_root_exudate	INCONSISTENT_NODE_TYPE	WARN	node_id='root_exudates' type=CHEMICAL here — also ENVIRONMENTAL_FACTOR×1 elsewhere in the corpus
data/traits/ecology/rhizosphere_association.yaml	rhizosphere_root_exudate	FRAGMENTED_GRAPH	WARN	components=2 of 9 node(s) (sizes: 6, 3) — one record, several unrelated mechanisms
data/traits/ecology/saprotrophy.yaml	saprotrophy_decomposition_cycling	UNREACHABLE_FROM_TRAIT	WARN	node_id='extracellular_exoenzymes' label='extracellular exoenzymes' type=GENE_OR_PROTEIN — in an island with no path to saprotrophy_trait
data/traits/ecology/saprotrophy.yaml	saprotrophy_decomposition_cycling	UNREACHABLE_FROM_TRAIT	WARN	node_id='soluble_organic_compounds' label='soluble organic compounds' type=CHEMICAL — in an island with no path to saprotrophy_trait
data/traits/ecology/saprotrophy.yaml	saprotrophy_decomposition_cycling	UNREACHABLE_FROM_TRAIT	WARN	node_id='cellulolytic_enzymes' label='cellulolytic enzyme system' type=GENE_OR_PROTEIN — in an island with no path to saprotrophy_trait
data/traits/ecology/saprotrophy.yaml	saprotrophy_decomposition_cycling	UNREACHABLE_FROM_TRAIT	WARN	node_id='cellulose' label='cellulose' type=CHEMICAL — in an island with no path to saprotrophy_trait
data/traits/ecology/saprotrophy.yaml	saprotrophy_decomposition_cycling	UNREACHABLE_FROM_TRAIT	WARN	node_id='glucose' label='glucose' type=CHEMICAL — in an island with no path to saprotrophy_trait
data/traits/ecology/saprotrophy.yaml	saprotrophy_decomposition_cycling	UNREACHABLE_FROM_TRAIT	WARN	node_id='cazymes' label='carbohydrate-active enzymes (CAZymes)' type=GENE_OR_PROTEIN — in an island with no path to saprotrophy_trait
data/traits/ecology/saprotrophy.yaml	saprotrophy_decomposition_cycling	UNREACHABLE_FROM_TRAIT	WARN	node_id='hemicellulose' label='hemicellulose' type=CHEMICAL — in an island with no path to saprotrophy_trait
data/traits/ecology/saprotrophy.yaml	saprotrophy_decomposition_cycling	UNREACHABLE_FROM_TRAIT	WARN	node_id='laccase' label='laccase' type=GENE_OR_PROTEIN — in an island with no path to saprotrophy_trait
data/traits/ecology/saprotrophy.yaml	saprotrophy_decomposition_cycling	UNREACHABLE_FROM_TRAIT	WARN	node_id='lignin' label='lignin' type=CHEMICAL — in an island with no path to saprotrophy_trait
data/traits/ecology/saprotrophy.yaml	saprotrophy_decomposition_cycling	UNREACHABLE_FROM_TRAIT	WARN	node_id='manganese_peroxidase' label='manganese peroxidase (MnP)' type=GENE_OR_PROTEIN — in an island with no path to saprotrophy_trait
data/traits/ecology/saprotrophy.yaml	saprotrophy_decomposition_cycling	UNREACHABLE_FROM_TRAIT	WARN	node_id='lignocellulolytic_gene_expression' label='lignocellulolytic gene expression' type=BIOLOGICAL_PROCESS — in an island with no path to saprotrophy_trait
data/traits/ecology/saprotrophy.yaml	saprotrophy_decomposition_cycling	FRAGMENTED_GRAPH	WARN	components=5 of 14 node(s) (sizes: 4, 3, 3, 2, 2) — one record, several unrelated mechanisms
data/traits/ecology/soil_dwelling.yaml	soil_dwelling_biogeochemistry	UNREACHABLE_FROM_TRAIT	WARN	node_id='low_organic_carbon' label='low available organic carbon' type=ENVIRONMENTAL_FACTOR — in an island with no path to soil_dwelling_trait
data/traits/ecology/soil_dwelling.yaml	soil_dwelling_biogeochemistry	UNREACHABLE_FROM_TRAIT	WARN	node_id='oligotrophic_lifestyle' label='oligotrophic lifestyle' type=STATE — in an island with no path to soil_dwelling_trait
data/traits/ecology/soil_dwelling.yaml	soil_dwelling_biogeochemistry	UNREACHABLE_FROM_TRAIT	WARN	node_id='soil_resource_availability' label='soil resource availability and moisture' type=ENVIRONMENTAL_FACTOR — in an island with no path to soil_dwelling_trait
data/traits/ecology/soil_dwelling.yaml	soil_dwelling_biogeochemistry	UNREACHABLE_FROM_TRAIT	WARN	node_id='aridity' label='soil aridity' type=ENVIRONMENTAL_FACTOR — in an island with no path to soil_dwelling_trait
data/traits/ecology/soil_dwelling.yaml	soil_dwelling_biogeochemistry	UNREACHABLE_FROM_TRAIT	WARN	node_id='potential_growth_rate' label='soil microbiome potential growth rate' type=QUALITY — in an island with no path to soil_dwelling_trait
data/traits/ecology/soil_dwelling.yaml	soil_dwelling_biogeochemistry	UNREACHABLE_FROM_TRAIT	WARN	node_id='soil_carbon_availability' label='high soil carbon availability' type=ENVIRONMENTAL_FACTOR — in an island with no path to soil_dwelling_trait
data/traits/ecology/soil_dwelling.yaml	soil_dwelling_biogeochemistry	UNREACHABLE_FROM_TRAIT	WARN	node_id='flagellar_motility' label='flagellar motility' type=BIOLOGICAL_PROCESS — in an island with no path to soil_dwelling_trait
data/traits/ecology/soil_dwelling.yaml	soil_dwelling_biogeochemistry	UNREACHABLE_FROM_TRAIT	WARN	node_id='climate_extreme_event' label='extreme climatic event' type=ENVIRONMENTAL_FACTOR — in an island with no path to soil_dwelling_trait
data/traits/ecology/soil_dwelling.yaml	soil_dwelling_biogeochemistry	UNREACHABLE_FROM_TRAIT	WARN	node_id='dormancy_sporulation' label='dormancy and sporulation gene program' type=BIOLOGICAL_PROCESS — in an island with no path to soil_dwelling_trait
data/traits/ecology/soil_dwelling.yaml	soil_dwelling_biogeochemistry	UNREACHABLE_FROM_TRAIT	WARN	node_id='soil_pH_precip_cn' label='soil pH, precipitation and C:N' type=ENVIRONMENTAL_FACTOR — in an island with no path to soil_dwelling_trait
data/traits/ecology/soil_dwelling.yaml	soil_dwelling_biogeochemistry	UNREACHABLE_FROM_TRAIT	WARN	node_id='life_history_axes' label='soil bacterial life-history strategy axes' type=STATE — in an island with no path to soil_dwelling_trait
data/traits/ecology/soil_dwelling.yaml	soil_dwelling_biogeochemistry	FRAGMENTED_GRAPH	WARN	components=6 of 14 node(s) (sizes: 3, 3, 2, 2, 2, 2) — one record, several unrelated mechanisms
data/traits/ecology/symbiosis.yaml	symbiosis_host_interaction	UNREACHABLE_FROM_TRAIT	WARN	node_id='host_metabolites' label='host metabolites / exudates' type=CHEMICAL — in an island with no path to symbiosis_trait
data/traits/ecology/symbiosis.yaml	symbiosis_host_interaction	UNREACHABLE_FROM_TRAIT	WARN	node_id='chemotaxis_machinery' label='chemotaxis machinery' type=PATHWAY — in an island with no path to symbiosis_trait
data/traits/ecology/symbiosis.yaml	symbiosis_host_interaction	UNREACHABLE_FROM_TRAIT	WARN	node_id='host_colonization' label='host colonization' type=BIOLOGICAL_PROCESS — in an island with no path to symbiosis_trait
data/traits/ecology/symbiosis.yaml	symbiosis_host_interaction	UNREACHABLE_FROM_TRAIT	WARN	node_id='o_antigen' label='O-antigen' type=CHEMICAL — in an island with no path to symbiosis_trait
data/traits/ecology/symbiosis.yaml	symbiosis_host_interaction	UNREACHABLE_FROM_TRAIT	WARN	node_id='immune_evasion' label='immune evasion' type=BIOLOGICAL_PROCESS — in an island with no path to symbiosis_trait
data/traits/ecology/symbiosis.yaml	symbiosis_host_interaction	UNREACHABLE_FROM_TRAIT	WARN	node_id='adhesins' label='adhesins' type=GENE_OR_PROTEIN — in an island with no path to symbiosis_trait
data/traits/ecology/symbiosis.yaml	symbiosis_host_interaction	INCONSISTENT_NODE_TYPE	WARN	node_id='immune_evasion' type=BIOLOGICAL_PROCESS here — also QUALITY×1 elsewhere in the corpus
data/traits/ecology/symbiosis.yaml	symbiosis_host_interaction	FRAGMENTED_GRAPH	WARN	components=2 of 13 node(s) (sizes: 7, 6) — one record, several unrelated mechanisms
data/traits/environment/acidophilic.yaml	acidophilic_ph_homeostasis	UNREACHABLE_FROM_TRAIT	WARN	node_id='hopanoid_and_membrane_proteins' label='hopanoid lipids and membrane proteins (Omp40, PspA)' type=CELLULAR_LOCALIZATION — in an island with no path to acidophilic_trait
data/traits/environment/acidophilic.yaml	acidophilic_ph_homeostasis	UNREACHABLE_FROM_TRAIT	WARN	node_id='proton_exclusion' label='proton exclusion' type=BIOLOGICAL_PROCESS — in an island with no path to acidophilic_trait
data/traits/environment/acidophilic.yaml	acidophilic_ph_homeostasis	UNREACHABLE_FROM_TRAIT	WARN	node_id='bipolar_tetraether_lipids' label='bipolar tetraether lipids (GDNT/GDGT)' type=CHEMICAL — in an island with no path to acidophilic_trait
data/traits/environment/acidophilic.yaml	acidophilic_ph_homeostasis	UNREACHABLE_FROM_TRAIT	WARN	node_id='low_passive_proton_permeability' label='low passive proton permeability' type=QUALITY — in an island with no path to acidophilic_trait
data/traits/environment/acidophilic.yaml	acidophilic_ph_homeostasis	INCONSISTENT_NODE_TYPE	WARN	node_id='reversed_membrane_potential' type=BIOLOGICAL_PROCESS here — also STATE×1 elsewhere in the corpus
data/traits/environment/acidophilic.yaml	acidophilic_ph_homeostasis	FRAGMENTED_GRAPH	WARN	components=3 of 13 node(s) (sizes: 9, 2, 2) — one record, several unrelated mechanisms
data/traits/environment/aerobic.yaml	aerobic_trait_mechanism	INCONSISTENT_NODE_TYPE	WARN	node_id='molecular_oxygen' type=CHEMICAL here — also ENVIRONMENTAL_FACTOR×1 elsewhere in the corpus
data/traits/environment/aerobic.yaml	aerobic_trait_mechanism	INCONSISTENT_NODE_TYPE	WARN	node_id='terminal_electron_acceptor' type=MOLECULAR_FUNCTION here — also CHEMICAL×3 elsewhere in the corpus
data/traits/environment/aerotolerant.yaml	aerotolerant_anaerobe_ros_defense	UNREACHABLE_FROM_TRAIT	WARN	node_id='hydrogen_peroxide' label='hydrogen peroxide' type=CHEMICAL — in an island with no path to aerotolerant_trait
data/traits/environment/aerotolerant.yaml	aerotolerant_anaerobe_ros_defense	UNREACHABLE_FROM_TRAIT	WARN	node_id='hydrogen_peroxide_detoxification' label='hydrogen peroxide detoxification' type=BIOLOGICAL_PROCESS — in an island with no path to aerotolerant_trait
data/traits/environment/aerotolerant.yaml	aerotolerant_anaerobe_ros_defense	UNREACHABLE_FROM_TRAIT	WARN	node_id='catalase' label='catalase' type=GENE_OR_PROTEIN — in an island with no path to aerotolerant_trait
data/traits/environment/aerotolerant.yaml	aerotolerant_anaerobe_ros_defense	UNREACHABLE_FROM_TRAIT	WARN	node_id='rubrerythrin' label='rubrerythrin' type=GENE_OR_PROTEIN — in an island with no path to aerotolerant_trait
data/traits/environment/aerotolerant.yaml	aerotolerant_anaerobe_ros_defense	UNREACHABLE_FROM_TRAIT	WARN	node_id='nadh_peroxidase' label='NADH peroxidase' type=GENE_OR_PROTEIN — in an island with no path to aerotolerant_trait
data/traits/environment/aerotolerant.yaml	aerotolerant_anaerobe_ros_defense	UNREACHABLE_FROM_TRAIT	WARN	node_id='nadph_peroxidase' label='NADPH peroxidase' type=GENE_OR_PROTEIN — in an island with no path to aerotolerant_trait
data/traits/environment/aerotolerant.yaml	aerotolerant_anaerobe_ros_defense	INCONSISTENT_NODE_TYPE	WARN	node_id='molecular_oxygen' type=CHEMICAL here — also ENVIRONMENTAL_FACTOR×1 elsewhere in the corpus
data/traits/environment/aerotolerant.yaml	aerotolerant_anaerobe_ros_defense	FRAGMENTED_GRAPH	WARN	components=3 of 11 node(s) (sizes: 5, 4, 2) — one record, several unrelated mechanisms
data/traits/environment/alkalotolerant.yaml	alkalotolerant_alkaline_stress_homeostasis	UNREACHABLE_FROM_TRAIT	WARN	node_id='alkaline_external_ph' label='alkaline external pH' type=ENVIRONMENTAL_FACTOR — in an island with no path to alkalotolerant_trait
data/traits/environment/alkalotolerant.yaml	alkalotolerant_alkaline_stress_homeostasis	UNREACHABLE_FROM_TRAIT	WARN	node_id='electrogenic_na_h_antiport' label='electrogenic Na+/H+ antiport' type=MOLECULAR_FUNCTION — in an island with no path to alkalotolerant_trait
data/traits/environment/alkalotolerant.yaml	alkalotolerant_alkaline_stress_homeostasis	INCONSISTENT_NODE_TYPE	WARN	node_id='electrogenic_na_h_antiport' type=MOLECULAR_FUNCTION here — also BIOLOGICAL_PROCESS×1 elsewhere in the corpus
data/traits/environment/alkalotolerant.yaml	alkalotolerant_alkaline_stress_homeostasis	FRAGMENTED_GRAPH	WARN	components=2 of 11 node(s) (sizes: 9, 2) — one record, several unrelated mechanisms
data/traits/environment/alkaphilic.yaml	alkaliphilic_na_cycle_homeostasis	UNREACHABLE_FROM_TRAIT	WARN	node_id='sodium_ion' label='sodium ion' type=CHEMICAL — in an island with no path to alkaphilic_trait
data/traits/environment/alkaphilic.yaml	alkaliphilic_na_cycle_homeostasis	UNREACHABLE_FROM_TRAIT	WARN	node_id='proton' label='proton' type=CHEMICAL — in an island with no path to alkaphilic_trait
data/traits/environment/alkaphilic.yaml	alkaliphilic_na_cycle_homeostasis	UNREACHABLE_FROM_TRAIT	WARN	node_id='sodium_proton_antiporter' label='Na+/H+ antiporter' type=GENE_OR_PROTEIN — in an island with no path to alkaphilic_trait
